canonical_origin,etld1,enroll_url,cluster_size,snapshot_count,source,crux_rank,crux_bucket,status,notes,adv_rp_id,adv_attestation,adv_uv,adv_resident_key,adv_require_resident_key,adv_authenticator_attachment,adv_algs,adv_attestation_formats,adv_timeout,adv_captured_at
https://turnkey.com,turnkey.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked,pending,initialized,,,,,,,,,,
https://tutumway.com,tutumway.com,,1.0,0.0,community,,unranked,failed,website unavailable,,,,,,,,,,
https://uninbox.com,uninbox.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory|community:passkeys.io,,unranked,failed,paid service,,,,,,,,,,
https://unlock-music.dev,unlock-music.dev,,1.0,0.0,community,,unranked,failed,broken site,,,,,,,,,,
https://usesarchbtw.lol,usesarchbtw.lol,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked,failed,broken site,,,,,,,,,,
https://usfcu.org,usfcu.org,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked,failed,requires social security number,,,,,,,,,,
https://v4guard.io,v4guard.io,,1.0,0.0,community,,unranked,pending,initialized,,,,,,,,,,
https://vaultvision.com,vaultvision.com,,1.0,0.0,community|community:enpass.io|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked,captured,"manually created in real Chrome, session captured",auth.vaultvision.com,direct,preferred,preferred,false,not-specified,-7|-35|-36|-257|-258|-259|-37|-38|-39|-8,,60000,2026-07-07T19:10:25.999178+00:00
https://vec.fun,vec.fun,,1.0,0.0,community,,unranked,failed,manually recorded (real Chrome): failed,,,,,,,,,,
https://verifythisseal.com,verifythisseal.com,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,,unranked,captured,"manually created in real Chrome, session captured",verifythisseal.com,none,preferred,preferred,false,cross-platform,-7|-257,,60000,2026-07-09T17:36:09.203346+00:00
https://vise.no,vise.no,,1.0,0.0,community,,unranked,failed,requires scandinavian phone number,,,,,,,,,,
https://vivasoftltd.com,vivasoftltd.com,,1.0,0.0,community,,unranked,failed,paid service,,,,,,,,,,
https://volteuropa.org,volteuropa.org,,1.0,0.0,community,,unranked,failed,no login,,,,,,,,,,
https://voura.com,voura.com,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.com|community:passkeys.directory,,unranked,failed,depreciated site,,,,,,,,,,
https://vp.no,vp.no,,1.0,0.0,community,,unranked,failed,requires scandinavian phone number,,,,,,,,,,
https://vrsal.cc,vrsal.cc,,1.0,0.0,community,,unranked,failed,no login,,,,,,,,,,
https://webauthn.io,webauthn.io,,1.0,0.0,community|community:enpass.io|community:fidoalliance.org|community:keepersecurity.com|community:passkeyindex.io|community:passkeys-directory.dashlane.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked,failed,test site by webauthn.io no login,,,,,,,,,,
https://webull.com.au,webull.com.au,,1.0,0.0,community|community:passkeys.2stable.com|community:passkeys.directory,,unranked,captured,"manually created in real Chrome, session captured",,,,,,,,,,
https://wildfiregames.com,wildfiregames.com,,1.0,0.0,community,,unranked,failed,no login,,,,,,,,,,
https://wiseinvestment.co.uk,wiseinvestment.co.uk,,1.0,0.0,community,,unranked,failed,requires existing account,,,,,,,,,,
https://yammer.com,yammer.com,,1.0,0.0,community|community:enpass.io,,unranked,failed,microsoft login only,,,,,,,,,,
https://zelz.net,zelz.net,,1.0,0.0,community,,unranked,failed,no cert-broken site,,,,,,,,,,
https://zitadel.com,zitadel.com,,1.0,0.0,community|community:keepersecurity.com|community:passkeys.2stable.com|community:passkeys.directory,,unranked,captured,"manually created in real Chrome, session captured",zitadel.com,none,required,not-specified,,not-specified,-7|-35|-36|-257|-258|-259|-37|-38|-39|-8,,300000,2026-07-09T17:38:27.151072+00:00
,google.com,,,,,,,,,google.com,direct,preferred,preferred,,platform,-7|-257,,,2026-07-09T15:30:55.093253+00:00
